,Actual_Price,Predicted_LR,Predicted_MLP
343,-0.8143538434500733,-0.6216974396744557,-0.6910869489828098
563,-0.4807824089484868,-0.5444641686781868,-0.6523338163740933
285,-0.2584014526140959,-0.5146456605849272,-0.619862811890532
348,-0.8699490825336711,-0.7159782014825113,-0.8835920062756966
228,3.688860522321344,3.1660220695379984,2.243669124563071
134,-0.9366633694339884,-0.7381771845456997,-0.923778483423237
796,-1.2035205170352574,-0.8832809923697954,-0.9127272576519858
84,-0.6475681261992801,-0.7385653794790197,-0.8150934590608527
382,2.0210033498134115,1.0420443437637459,1.1947193148561723
28,-0.6197705066574812,-0.38999632335882795,-0.5468467120855598
683,0.7701104704324623,0.35034712419996494,0.3834110944956694
306,-0.9255443216172689,-0.9617543049222614,-1.024814048019188
178,-1.1479252779516598,-0.9899458580887461,-0.9440683334034079
126,-0.6197705066574812,-0.7158069022237459,-0.897916565606454
764,-0.8699490825336711,-0.09912201629005457,-0.03734058569796844
595,-0.2028062135304981,0.020837213118045872,-0.1004351546244498
12,-0.4529847894066879,-0.5146456605849272,-0.619862811890532
727,-0.7643181282748354,-0.6806036624101242,-0.8216038198321811
467,-0.7865562239082744,-0.7892380815733806,-0.880879020540712
663,1.048086665850451,-0.20492120120667745,-0.11110638847862248
148,2.576955740649389,1.0494669645270152,0.9837418609660278
640,-0.3417943112394925,-0.13359457295018662,-0.267992080633292
163,0.5477295140980714,0.6493653083181965,0.6387000092435102
537,-0.0360204962797049,0.34026086971804514,0.3734329968590014
370,0.186360460054686,0.15602606571898714,-0.052482460119983754
424,-0.7587586043664756,-0.4563869414142898,-0.5351763297939203
787,0.3531461773054792,1.1696381386695023,0.9637629348625314
325,-0.8588300347169515,-0.7383484838044652,-0.9128673102575893
669,0.0473723623456916,-0.3805114270215397,-0.41500512452062027
468,-0.7865562239082744,-0.1639269788197426,-0.27199966283063176
567,0.2419556991382837,0.0435500939575304,-0.05124896431160958
684,-0.4807824089484868,-0.177244474685484,-0.12298862004525873
71,-1.1757228974934586,-1.0830839284004852,-1.0409229424444506
426,-0.9255443216172689,-0.7691947874503173,-0.8387812072558218
479,-0.675365745741079,0.04734786934584001,-0.0702226484701462
310,-0.7754371760915549,-0.7009895550507181,-0.7689187918138383
312,0.6311223727234679,0.49201704390299406,0.46482127271632595
690,0.1585628405128871,-0.45672953993182075,-0.5500154423266543
771,-0.6197705066574812,-0.6256527951049522,-0.5751320315672663
594,0.408741416389077,-0.18969157801383663,-0.3242269095788281
650,-0.2028062135304981,-0.4455845059380452,-0.31020404432483034
309,-1.2313181365770565,-0.43217952571151885,-0.34688788408185717
417,-0.6197705066574812,-0.7688521889327866,-0.8988897642147375
766,0.0751699818874905,0.09713056719257884,-0.019836248610903218
560,2.0210033498134115,0.9156485059961976,0.8541245465297307
769,2.0210033498134115,1.2990206288320583,1.2471192744825057
515,-0.9255443216172689,-0.5256990737360656,-0.5237602680745717
768,0.2419556991382837,0.0435500939575304,-0.05124896431160958
330,1.3260628612684398,1.6004449055187637,1.6637114412471077
557,-0.0360204962797049,0.3672400538859313,0.2454158873828099
37,-0.3695919307812914,-0.4026229497163927,-0.49706375493935345
247,0.0751699818874905,0.036332280406820905,0.1524091631310998
579,-0.1194133549051015,-0.4555304451204627,-0.4430178834740683
23,-0.8421514629918722,-0.9617543049222614,-1.024814048019188
483,-0.230603833072297,-0.6216974396744557,-0.6910869489828098
577,-1.2313181365770565,-0.9810077307609129,-0.9668066425403816
432,0.408741416389077,0.6976714890930096,0.7576757102565643
770,0.4365390359308759,0.5245111638795372,0.4227238288135449
503,2.0210033498134115,2.3747830712125193,2.45886010570371
470,-0.4529847894066879,-0.18952027875507116,-0.341843360446721
302,0.0195747428038928,-0.009152594233979405,-0.05783112640823135
438,-0.8921871781671101,-0.8851176518837063,-0.9210035236989127
193,-0.4529847894066879,-0.1239450618229665,-0.39495629219774603
448,-0.8143538434500733,-0.49999511142534603,-0.6499218949184897
759,0.7701104704324623,-0.6624957670026803,-0.5574622635739004
781,-0.4251871698648891,-0.23268411819475188,-0.2689108639085817
692,-0.7365205087330364,-0.1883211839437131,-0.298766768375134
653,-0.3139966916976936,0.10252751811702421,0.014121514449004613
504,0.2141580795964849,-0.10645957968596909,-0.1388290407708112
151,-0.7865562239082744,-0.811641871849129,-0.7967491733399983
213,-0.8977467020754699,-0.23182762190092476,-0.21701050992726273
293,-0.9255443216172689,-0.5235784166712782,-0.5314476353653423
571,-0.230603833072297,0.09600085459914798,0.11567049086468778
529,-0.5363776480320845,-0.18917768023754022,-0.35238695847644047
165,2.854931936067377,1.825004225032129,1.767219659724731
642,-0.0916157353633026,0.09010825026935132,0.029757573117001945
687,0.0751699818874905,0.24761114282423002,0.15388293015804366
458,-1.314710995202453,-0.8186233583097411,-0.7022208485321586
283,0.2975509382218815,0.13320252250411113,0.05882786454297945
583,-0.4807824089484868,-0.2563187878672504,-0.07540325903676787
336,-0.5919728871156823,-0.14556951022648423,-0.16987213338463575
358,1.5762414371446296,0.705291014123081,0.6940457386040497
363,0.0751699818874905,0.03547578411299379,0.1611319606959924
635,-1.1757228974934586,-0.8373473962096621,-0.8015434074481504
258,1.3260628612684398,1.4792865812993055,1.554303327667611
399,0.0751699818874905,0.06601104724712248,0.10260216084354085
475,-0.8699490825336711,-0.9014320917006802,-1.035453293205083
517,-0.2028062135304981,-0.35226128813375546,-0.45759802709720926
123,1.1870747635594454,0.03435384372323225,-0.05379642376511823
710,-0.5363776480320845,-0.5275712389922209,-0.7218357133142363
722,-0.8866276542587503,-0.4169189221938099,-0.6581519757601217
611,-0.5363776480320845,-0.5913650338048997,-0.6898086949045361
267,-0.4251871698648891,-0.1893489794963057,-0.3492015430188315
423,-1.2035205170352574,-1.0514287607933148,-1.0420724652361775
117,-0.7309609848246766,-0.3061107962990677,-0.4231640035447088
326,2.576955740649389,3.61359901523584,2.5061095174536656
176,1.7430271543954228,1.4792865812993055,1.554303327667611
526,-0.7031633652828778,-0.5759641113532936,-0.7217668483363684
602,1.07588428539225,0.5937822010308429,0.611934916426071
578,-0.3417943112394925,-0.2330267167122828,-0.2872793340210669
436,-0.8699490825336711,-0.4430416100678687,-0.6031061969838891
275,0.7701104704324623,0.6924595805529565,0.5794600690256326
760,0.0751699818874905,-0.31334662764113763,-0.34004840779069617
552,-0.8143538434500733,-0.329969713141991,-0.34895865836640255
286,-0.4807824089484868,-0.6264970721946963,-0.7664907903481244
42,-0.2584014526140959,-0.3679217457966575,-0.26436259830352465
386,-0.3251157395144132,-0.2909428373653893,-0.32339869070877175
433,1.7430271543954228,0.37007937781130473,0.3813566468896023
230,-0.2861990721558947,-0.5143030620673963,-0.6498996348060235
662,-0.008222876737906,0.021179811635576806,-0.07142759122502013
388,3.688860522321344,2.056986165308764,1.923690314093579
679,-0.0638181158215038,0.12849995617124432,0.09586022894348029
359,-0.4529847894066879,-0.01700405540619032,-0.18013129877041884
623,-0.0638181158215038,-0.2089099338488798,-0.21650953351797514
52,0.186360460054686,0.03181299149735306,-0.013307175555287765
104,-0.6197705066574812,-0.3571260969109591,-0.5700353939961056
3,3.688860522321344,3.157742952480901,2.6428099667955833
774,1.1870747635594454,-0.26689913370470797,-0.18803543380761684
208,-0.8699490825336711,-0.7159782014825113,-0.8835920062756966
752,-0.4807824089484868,-0.42136102602629566,-0.500983885784855
593,-0.3973895503230902,-0.5384198449307993,-0.6859743646189183
72,-0.8143538434500733,-0.8499028933124924,-0.8890914275824799
480,-0.4251871698648891,-0.10313646423765443,-0.1549992831834462
379,0.6311223727234679,0.43842435146386216,0.3569164132569536
273,-0.2584014526140959,-0.2907715381066238,-0.3506872350298877
365,-0.6475681261992801,0.034525142981997714,-0.06069292058555792
244,-0.7031633652828778,-0.25001379123541767,-0.3513625869704868
295,-0.8977467020754699,-0.9337914520198192,-0.9936755737233312
615,-0.1027347831800222,0.05672412604518606,-0.024255911839746902
680,0.6311223727234679,0.381364727104583,0.4606431183866369
203,2.0210033498134115,3.8073120311033524,2.7388079341030984
711,-0.9255443216172689,-0.5039683539051143,-0.7465707617186257
207,0.4921342750144736,0.25822796620153565,0.23425051291648408
556,-0.4251871698648891,0.07507856299087834,0.07662610090543281
212,-0.2861990721558947,-0.1705027442678808,-0.25289015893964967
384,-0.9811395607008664,-0.2314455624318279,-0.4993871360903949
793,-0.7031633652828778,-0.5071052399244396,-0.4726589016714848
108,0.4921342750144736,1.6004449055187637,1.6637114412471077
33,-0.0360204962797049,0.03418254446446678,-0.04574586794627039
132,-0.5363776480320845,-0.16961321388716533,-0.3249590857060031
499,-0.6586871740159996,-0.3015429896236057,-0.47303122816311033
334,-0.008222876737906,0.03538163927582483,-0.06450577322996759
66,1.3260628612684398,0.2833073683605678,0.2923001930812768
131,-0.4251871698648891,0.03418254446446678,-0.04574586794627039
482,-0.3973895503230902,-0.7982023956655389,-0.7319092133057408
773,-0.9533419411590676,-0.6506138550580989,-0.7985159816460978
647,-0.7865562239082744,-0.5858421773669413,-0.6953077070308631
738,0.6311223727234679,0.6919456827766599,0.5903915358944904
728,-0.9366633694339884,-0.6500999572818027,-0.8139888528714807
795,-0.0638181158215038,-0.40538511922016984,-0.6534942756167921
466,-0.3695919307812914,-0.5708078419055405,-0.3458790281793586
159,-0.5641752675738835,-0.6773866699636115,-0.768645816923524
196,0.0473723623456916,0.26079745508301744,0.29298142324441373
495,-0.8977467020754699,-0.6075862830018457,-0.40837698192629285
331,1.7986223934790204,2.048707048251667,1.9638313936459773
45,0.2141580795964849,-0.20492120120667745,-0.11110638847862248
342,0.3531461773054792,-0.0264822672746452,-0.05445340558768558
120,-0.7031633652828778,-0.9188468221087012,-0.7957782853220043
89,0.9090985681414566,16.813093380741172,10.294127210133674
107,-0.0638181158215038,-0.5143030620673963,-0.6498996348060235
